rank	candidate_id	title	buyer	deadline	value	currency	band	reasons	scope_dce	deep_batch
412	PL-BZP:08defc4b-551b-da84-962b-12000115bd7e	"Budowa, przebudowa i modernizacja budowli ochronnych oraz miejsc doraźnego schronienia – Miasto i Gmina Jelcz-Laskowice” w podziale na dwa zadania	GMINA JELCZ-LASKOWICE	2026-09-02T07:00:00+00:00			LOW			batch-041.json
413	US-SAM:f8bfbe7a8f6a4bb9874f2d18eb23ceee	Sales and Marketing	JUSTICE, DEPARTMENT OF	2026-09-04T18:00:00+00:00			LOW		DER NUMBER 5. SOLICITATION NUMBER 6. SOLICITATION ISSUE DATE 7. FOR SOLICITATION INFORMATION CALL: a. NAME b. TELEPHONE NUMBER (No collect c	batch-041.json
414	US-SAM:5b155fc45d6845edadfbe6f546a7a848	FMS_Repair_002527995	DEPT OF DEFENSE	2026-09-16T20:00:00+00:00			LOW		ug 2026 16 Sep 2026 Miscellaneous text in this section has been modified to: This solicitation is for the repair of 2 units of National Stoc	batch-041.json
415	UK_PCS_OCDS:rls-15-AUG562279	Sprinkler Servicing, Maintenance and Repairs	Fife Council	2026-09-14T12:00:00+00:00	624000.0	GBP	LOW			batch-041.json
416	UK_PCS_OCDS:rls-8-AUG562423	Shettleston Housing Association Ltd: Repairs & Maintenance Framework 2026/27 - 2028/29	TCS Construction Consultants	2026-09-18T12:00:00+00:00	3460000.0	GBP	LOW			batch-041.json
417	TED:571264-2026	Romania – Antimycotics for systemic use – acord cadru de furnizare medicamente din grupa - antimicotice pentru uz sistemic, antivirale pentru uz sistemic, medicamente utilizate in cardiologi	SPITALUL CLINIC JUDETEAN MURES	2026-09-17T15:00:00+03:00	5495322.0	RON	LOW			batch-041.json
418	UK_PCS_OCDS:rls-55-AUG561825	Provision of a Health & Safety Management Software Solution	Cairn Housing Association	2026-09-14T12:00:00+00:00			LOW			batch-041.json
419	US-SAM:b04c64c76a904081a11fc48fe58e50c0	9 SFS Cold Weather Gear	DEPT OF DEFENSE	2026-08-19T17:00:00+00:00			LOW		sic warmth, their bulk and lack of active layering capabilities severely constrain mobility and cause overheating during physical exertion. 	batch-041.json
420	US-SAM:6f16eb56cfdd4669b70b668fdbec37a5	FCI Fairton FY27 1st Qtr Subsistence	JUSTICE, DEPARTMENT OF	2026-09-01T13:00:00+00:00			LOW	training-course	e most advantageous to the Government. Past performance: A record of poor performance due to failure to deliver items within the expected de	batch-041.json
421	ZA_ETENDERS_OCDS:ocds-9t57fa-165783-2026-08-17	RFQ/Ops/Backpacks/2026/7	Perishable Products Export Control Board	2026-08-31T16:00:00+00:00		ZAR	LOW		a once-off order appointment. 1. BACKGROUND The PPECB is a Schedule 3A public entity as defined in the Public Finance Management Act 1 of 19	batch-042.json
422	US-SAM:6709c768d64349f6bc0cb4b09a8f58bc	1377-01-114-2037 XW53, 1377-01-116-3147 XW54, 1377-01-116-3148, 1377-01-487-2501 WB49, 1377-01-487-2513 WB50	DEPT OF DEFENSE	2026-09-10T18:00:00+00:00			LOW		s are subject to all terms and conditions contained in this solicitation. 10. FOR INFORMATION CALL: A. NAME B. TELEPHONE (NO COLLECT CALLS) 	batch-042.json
423	US-SAM:ac8286188203425082638704ee6124ae	J045--Heating system piping repairs for the Captain James A. Lovell Federal Health Care Center, Building 134.	VETERANS AFFAIRS, DEPARTMENT OF	2026-08-24T14:00:00+00:00			LOW		NTRACT (Signature of person authorized to sign) (Signature of Contracting Officer) None 1 8 0001 08-17-2026 556-26-3-5020-1173 36C252 Depart	batch-042.json
424	TED:569036-2026	Germany – Cleaning services – Reinigungsleistungen - Schulen und Sporthallen	Hansestadt Lüneburg	2026-09-24T09:00:00+02:00			LOW		s 25 May 2018 Verlag Schawe GmbH Buchforststr. 1-15 Tel. +49 (0) 221/9 85 78-0 Fax +49 (0) 221/9 85 78-66 info@subreport.de www.subreport.de	batch-042.json
425	TED:568151-2026	Germany – Flatwork for recreation installations – Sächs. Kompetenzz. Lausitzer Revier Königswartha Zentrum Fischwirtschaft	Staatsbetrieb Sächsisches Immobilien- und Baumanagement, Zentrale, Zentralstelle Vergabe- und Vertragsmanageme	2026-09-16T09:00:00+02:00			LOW		er zu vergebenden Leistung vergleichbar sind Ich/Wir erkläre(n), dass ich/wir in den letzten fünf Kalenderjahren bzw. dem in der Auftragsbek	batch-042.json
426	EE-RHR:2b9850a6-0e11-48ce-a447-c568829908ce	Siemens Sion vaakumlüliti komplekti ostmine	Enefit Industry OÜ	2026-08-19T10:00:00+00:00			LOW		allationLocationCopyright (c) Tavrida Electric Export. All Right Reserved BA DE F C Project numberENEFIT ENERGIATOOTMINE ASENEFIT 280-2 10kV	batch-042.json
427	PL-BZP:08def44e-3e96-9c53-962b-120001ebcb32	USTALENIE PRZEBIEGU GRANIC DZIAŁEK EWIDENCYJNYCH STANOWIĄCYCH DROGI POWIATOWE W RAMACH PROJEKTU „INFOSTRADA KUJAW I POMORZA 3.0”	POWIAT BYDGOSKI	2026-08-21T09:00:00+00:00			LOW			batch-042.json
428	US-SAM:de7423f8c62a4d9f99b804b358cdba85	Q522--Onsite Interventional Radiology Physician Services JJP	VETERANS AFFAIRS, DEPARTMENT OF	2026-10-16T11:00:00+00:00			LOW		e standard of $16M. The PSC for this procurement is Q522 Medical - Radiology. Offerors or quoters are required to have an active Federal Gov	batch-042.json
429	TED:555173-2026	Poland – Vehicles for the emergency services – ZAKUP LEKKIEGO SAMOCHODU OPERACYJNEGO 2	Komenda Wojewódzka Państwowej Straży Pożarnej w Warszawie	2026-09-15T10:00:00+02:00			LOW			batch-042.json
430	US-SAM:e86c11ef13df41e2b2443fb6a889fd12	Space Planning and Design	JUSTICE, DEPARTMENT OF	2026-09-04T18:00:00+00:00			LOW		DER NUMBER 5. SOLICITATION NUMBER 6. SOLICITATION ISSUE DATE 7. FOR SOLICITATION INFORMATION CALL: a. NAME b. TELEPHONE NUMBER (No collect c	batch-042.json
431	TED:567319-2026	Poland – Plumbing equipment – Dostawa zestawu do wyłamywania drzwi.	Skarb Państwa - Jednostka Wojskowa Nr 2305	2026-08-31T10:00:00+02:00			LOW			batch-043.json
432	PL-BZP:08def2ef-571f-b4b2-962b-12000183ca45	Opracowanie pełnobranżowej dokumentacji projektowej dla zadania pn.: Budowa nowej drogi łączącej ulicę Górowską w Lesznie z ul. Zaborowską i ul. Krzemową w Henrykowie, Gmina Święciechowa	Miasto Leszno	2026-08-20T08:00:00+00:00			LOW			batch-043.json
433	PL-BZP:08def38a-09c2-501e-962b-1200019cd3b8	PRZEBUDOWA BUDYNKU MIEJSKIEJ BIBLIOTEKI PUBLICZNEJ W GORLICACH W ZAKRESIE DOBUDOWY SZYBU WINDOWEGO	Miasto Gorlice	2026-08-21T11:00:00+00:00			LOW			batch-043.json
434	TED:571090-2026	Portugal – Software-related services – 26AS00008019 - Aquisição de suporte para equipamentos de comunicações e voz Cisco	Instituto de Gestão Financeira e Equipamentos da Justiça, IP	2026-09-19T23:59:59+00:00	1210511.2	EUR	LOW			batch-043.json
435	UK_PCS_OCDS:rls-31-AUG561793	Support for Communities Framework 2026-2030	Highlands and Islands Enterprise	2026-09-10T12:00:00+00:00	600000.0	GBP	LOW			batch-043.json
436	PL-BZP:08defcfd-7854-1200-962b-12000115c5b7	Wykonanie usługi polegającej na opracowaniu kompleksowych dokumentacji projektowo-kosztorysowych w celu rozbudowy ulicy Miłej oraz rozbudowy ulicy Asnyka.	Gmina Łomianki	2026-08-27T09:00:00+00:00			LOW			batch-043.json
437	PL-BZP:08defcfa-dec6-156e-962b-12000115c559	Dostawa artykułów spożywczych na potrzeby Kuchni COZL	Centrum Onkologii Ziemi Lubelskiej im. św. Jana z Dukli	2026-08-28T07:00:00+00:00			LOW			batch-043.json
438	PL-BZP:08defcfc-ce83-421b-962b-12000115c5a1	Zakup Lekkiego samochodu rozpoznawczo-ratowniczego (SLRR) dla Komendy Miejskiej Państwowej Straży Pożarnej we Wrocławiu.”	Komenda Miejska Państwowej Straży Pożarnej we Wrocławiu	2026-08-26T09:00:00+00:00			LOW			batch-043.json
439	PL-BZP:08defcf1-deb5-4e31-962b-12000115c43f	BZP.272.40.2026.AMK Wynajem nowego samochodu na potrzeby Urzędu Marszałkowskiego Województwa Podlaskiego w Białymstoku	Województwo Podlaskie	2026-08-28T07:00:00+00:00			LOW			batch-043.json
440	ZA_ETENDERS_OCDS:ocds-9t57fa-165666-2026-08-14	SANPC/2026/014	South African National Petroleum Company	2026-09-07T11:00:00+00:00		ZAR	LOW		booms have been consistently exposed to harsh operating conditions, including high swells (waves), strong currents, and severe winds during 	batch-043.json
441	UK_PCS_OCDS:rls-58-JUL561272	NHSGGC Advocacy Services	NHS Greater Glasgow and Clyde	2026-08-31T13:00:00+00:00	3200000.0	GBP	LOW		efend the principles and practice of Independent Professional Advocacy across the City of Glasgow. We aim to ensure that when the right to a	batch-044.json
442	PL-BZP:08defcea-4758-ea48-962b-12000115c3b1	Modernizacja systemu CCTV i zwiększenie ilości kamer w budynku Domu Studenta nr 7 Uniwersytetu Warszawskiego przy ul. Sulimy 4 w Warszawie	Uniwersytet Warszawski	2026-09-04T08:00:00+00:00			LOW			batch-044.json
443	US-SAM:fd489942d2c84e4c9cb4062f718bb7b9	J066--Fort Harrison Siemens Medical Radiology Preventive Maintenance and Repairs HTME Contract	VETERANS AFFAIRS, DEPARTMENT OF	2026-08-26T14:00:00+00:00			LOW		==== DESCRIPTION In accordance with RFO 12.102-(b), this Notice of Intent is to inform all parties the Department of Veterans Affairs, Netwo	batch-044.json
444	US-SAM:c77c1e39bf27459eac33d38863cf605a	SOURCES SOUGHT NOTICE: Fuel Delivery Services	HEALTH AND HUMAN SERVICES, DEPARTMENT OF	2026-08-25T23:00:00+00:00			LOW		47 the Buy Indian Act, the signature below constitutes self-certification that the Offeror meets the definition of an “Indian Economic Enter	batch-044.json
445	US-SAM:d5d5ba16c6454337a9a8005183b062ed	8960--FY26: Emergency Potable Water Delivery	VETERANS AFFAIRS, DEPARTMENT OF	2026-08-18T13:00:00+00:00			LOW			batch-044.json
446	US-SAM:23bb396e79a444d58da34a3b601862ef	H266--Dose Monitor System	VETERANS AFFAIRS, DEPARTMENT OF	2026-08-20T15:00:00+00:00			LOW		stem. The justification for this non-competitive solicitation is due to Change Healthcare Technology being the sole supplier that can supply	batch-044.json
447	US-SAM:d479c131d5de45449906f7d37f541e40	SOURCES SOUGHT _ ServiceNow Staff Augmentation Services	DEPT OF DEFENSE	2026-08-20T18:00:00+00:00			LOW		===== FILE: files/26Q0114_SOW_Rev1.pdf ===== STATEMENT OF WORK (SOW) Customer: Southwest Regional Maintenance Center (SWRMC) Provider: TBD E	batch-044.json
448	TED:567653-2026	Romania – Refuse and waste related services – ’’Contract de delegare a gestiunii activității de operare a centrului de colectare prin aport voluntar a deşeurilor de la persoanele fizice’’	Municipiul Sibiu	2026-09-22T15:00:00+03:00	1865278.0	RON	LOW			batch-044.json
449	PL-BZP:08def7a4-9356-686a-962b-120001dad12a	Usługa wykonania przeglądów technicznych respiratorów i aparatów do znieczulenia	Wojskowy Instytut Medyczny - Państwowy Instytut Badawczy	2026-08-21T08:00:00+00:00			LOW		do SWZ. Assortment group: Test mode of awarding procedure: No Awarding procedure type: Open Legal type: Public (Proc Law) Method of awarding	batch-044.json
450	PL-BZP:08def485-c0ed-aa8b-962b-12000127298b	„Centrum Szkolenia Żeglarstwa na Wielkiej Pętli Wielkopolski w Przystani Gosławice – przebudowa przystani etap I - budowa pływającego pomostu cumowniczego nr 4”.	Miejski Ośrodek Sportu i Rekreacji	2026-08-24T08:00:00+00:00			LOW			batch-044.json
451	TED:554236-2026	Czechia – Insurance services – RUK – OZV – Centrální cestovní pojištění pro zaměstnance Univerzity Karlovy	Univerzita Karlova	2026-09-07T10:00:00+02:00	11960000.0	CZK	LOW			batch-045.json
452	PL-BZP:08def7b0-3387-1024-962b-120001dad26a	Remont sufitów podwieszanych w budynku Sądu Rejonowego w Siedlcach	Sąd Rejonowy w Siedlcach	2026-08-27T07:00:00+00:00			LOW			batch-045.json
453	PL-BZP:08def2bf-727f-2564-962b-12000166a341	„Poprawa BRD na przejściach dla pieszych na DK35 w m. Świdnica”.	Gmina Miasto Świdnica	2026-08-20T07:00:00+00:00			LOW			batch-045.json
454	PL-BZP:08def476-d6a9-7781-962b-120001d608c1	Sukcesywne świadczenie usług poligraficznych dla PZLPiT „MAZOWSZE”	PZLPiT Mazowsze	2026-08-24T09:00:00+00:00			LOW			batch-045.json
455	PL-BZP:08def79d-c9ad-c307-962b-120001dacfff	Opracowanie wymaganej przepisami prawa oceny technicznej (opinii, ekspertyzy) pięciu budynków znajdujących się na terenie gminy Grodzisk Mazowiecki.	GMINA GRODZISK MAZOWIECKI	2026-08-19T10:00:00+00:00			LOW			batch-045.json
456	PL-BZP:08def6cf-06bb-7a00-962b-120001b3f441	Przebudowa instalacji elektrycznej i teleinformatycznej w budynku Sądu Rejonowego w Turku przy ul. Legionów Polskich 4 w Turku	Sąd Apelacyjny w Poznaniu	2026-08-26T08:00:00+00:00			LOW			batch-045.json
457	US-SAM:2ba233e113264fa2a8606aa5bb330b8b	Q301--MRI Phantom System Maintenance Intent to Sole Source	VETERANS AFFAIRS, DEPARTMENT OF	2026-08-24T14:00:00+00:00			LOW		’s Administration (VA) Office of Research and Development, Regional Procurement Office – East in Pittsburgh, PA intends to negotiate on a so	batch-045.json
458	TED:568146-2026	Poland – Architectural, construction, engineering and inspection services – Opracowanie dokumentacji projektowej wraz z pełnieniem nadzoru autorskiego dla zadania pn.: Termomodernizacja wraz	Dyrekcja Rozbudowy Miasta Gdańska działająca w imieniu i na rzecz Gminy Miasta Gdańska	2026-09-17T11:00:00+02:00			LOW			batch-045.json
459	TED:569072-2026	Slovenia – Architectural, construction, engineering and inspection services – IZVAJANJE NADZORA NAD GRADNJO IN OPREMO ZA PRETOVOR SIPKIH ALI RAZSUTIH TOVOROV- SKLOP 1: IZVAJANJE STROKOVNEGA 	LUKA KOPER, pristaniški in logistični sistem, delniška družba	2026-09-23T12:00:00+02:00			LOW		pooblaščene osebe) Opomba: Obrazec morajo predložiti le ponudniki, ki bodo predmetno javno naročilo izvajali s podizvajalci, za tiste podizv	batch-045.json
460	TED:558591-2026	Germany – Lift installation work – Staatsbetrieb Sächs.Informatik Dienste, Errichtung Funktionsgebäude	Staatsbetrieb Sächsisches Immobilien- und Baumanagement, Zentrale, Zentralstelle Vergabe- und Vertragsmanageme	2026-10-01T09:00:00+02:00			LOW		er zu vergebenden Leistung vergleichbar sind Ich/Wir erkläre(n), dass ich/wir in den letzten fünf Kalenderjahren bzw. dem in der Auftragsbek	batch-045.json
461	PL-BZP:08defc48-fd14-6938-962b-12000115bd2d	Zakup i dostawa fabrycznie nowego samochodu osobowego typu Plug-in Hybrid (PHEV) na potrzeby Urzędu Miejskiego w Dziwnowie-2	Gmina Dziwnów	2026-08-25T10:00:00+00:00			LOW			batch-046.json
462	PL-BZP:08defc3b-c2ce-dd80-962b-1200014af5c4	Nadzór inwestorski i rozliczenie finansowe i rzeczowe - funkcja Inżyniera przy realizacji zamówienia pn. „Rozbudowa drogi wojewódzkiej Nr 829 od km 14+860 do km 21+999”	Zarząd Dróg Wojewódzkich w Lublinie	2026-09-11T07:00:00+00:00			LOW			batch-046.json
463	PL-BZP:08def46b-3009-50d2-962b-120001d33f5f	Wykonanie przyłącza kanalizacji sanitarnej i deszczowej do budynku Szkoły Podstawowej nr 11 przy ul. Mościckiego 177 A w Tarnowie	Gmina Miasta Tarnowa - Urząd Miasta Tarnowa	2026-08-24T10:00:00+00:00			LOW			batch-046.json
464	PL-BZP:08defc2b-d831-6c7f-962b-1200014af3f4	Sukcesywne dostawy papieru toaletowego, ręczników papierowych i dozowników	UNIWERSYTET MIKOŁAJA KOPERNIKA W TORUNIU COLLEGIUM MEDICUM IM. LUDWIKA RYDYGIERA W BYDGOSZCZY	2026-08-26T08:00:00+00:00			LOW			batch-046.json
465	TED:566946-2026	Poland – Parts and accessories for vehicles and their engines – Dostawa części zamiennych do pojazdów kołowych (HONKER)	3 Regionalna Baza Logistyczna	2026-09-14T08:00:00+02:00			LOW			batch-046.json
466	TED:568029-2026	Lithuania – Reagents and contrast media – Reagentai ir pagalbinės priemonės Mikrobiologijos laboratorijai (11765) NUTRAUKTAS	VšĮ Vilniaus universiteto ligoninė Santaros klinikos (PV)	2026-09-17T10:00:00+03:00			LOW			batch-046.json
467	PL-BZP:08defd09-081f-1041-962b-12000115c761	Usługa przeprowadzenia warsztatów grupowych oraz indywidualnych sesji coachingowych „Talent Booster – odkryj swoje mocne strony” dla Politechniki Lubelskiej	POLITECHNIKA LUBELSKA	2026-09-01T08:00:00+00:00			LOW			batch-046.json
468	PL-BZP:08defd04-639a-218b-962b-12000115c6b1	Organizacja dwudniowego spotkania sieciującego dla powiatowych centrów pomocy rodzinie.	Regionalny Ośrodek Polityki Społecznej w Lublinie	2026-08-26T08:00:00+00:00			LOW			batch-046.json
469	PL-BZP:08defcf9-d540-001c-962b-12000115c528	Przebudowa mostu w ciągu drogi powiatowej nr 3915 E w km. 2+938 w miejscowości Krery	Powiat Radomszczański	2026-09-02T07:00:00+00:00			LOW		Stabilność magazynowa -nia. Różnica temperatur mięknienia PN-EN 13399 [57] PN-EN 1427 [22] °C ≤ 5 2 ≤ 5 2 ≤ 5 2 Stabilność magazynowa -nia. 	batch-046.json
470	PL-BZP:08def218-4170-5283-962b-1200010b7322	Budowa kablowej linii oświetlenia ulicy Pyłkowej w Hajnówce	Gmina Miejska Hajnówka	2026-08-21T07:00:00+00:00			LOW			batch-046.json
471	TED:567841-2026	Poland – Installation of road lighting equipment – Oświetlenie przejść dla pieszych na ulicach będących w zarządzie Miejskiego Zarządu Dróg w Rzeszowie	Gmina Miasto Rzeszów - Urząd Miasta Rzeszowa	2026-08-26T10:00:00+02:00			LOW			batch-047.json
472	US-SAM:213a2fe3a447465e8f30699c9f056ec4	JOMIS Joint Medical Planning, Modeling and Simulation Capabilities	DEPT OF DEFENSE	2026-09-13T19:00:00+00:00			LOW		ny cost incurred in developing information provided to the Government. OVERVIEW The Defense Health Agency Contracting Activity (DHACA), on b	batch-047.json
473	US-SAM:bb4bf0e50af5495cacb65f25d1dc8cc4	6550--HOLOGIC PANTHER SUPPLIES & CONSUMABLES IDC SALISBURY	VETERANS AFFAIRS, DEPARTMENT OF	2026-08-20T15:00:00+00:00			LOW		with 41 U.S.C. §3304(a)(1) as implemented by FAR 6.302-1, Only One Responsible Source. This purchase will be made under Acquisition of Comme	batch-047.json
474	TED:568984-2026	Romania – Motor vehicle insurance services – Servicii de asigurare facultativa a autovehiculelor CASCO	Serviciul de Ambulanta Judetean Timis	2026-09-21T15:00:00+03:00	1118400.0	RON	LOW			batch-047.json
475	PL-BZP:08def878-f1c3-7756-962b-1200013365fa	Organizacja targów branżowych pn. „DUAL-USE & DEFENCE Bydgoszcz 2026” – Część I/II Wynajem stoisk targowych/Kompleksowa usługa cateringowa	BYDGOSKI PARK PRZEMYSŁOWO-TECHNOLOGICZNY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ	2026-08-20T07:00:00+00:00			LOW			batch-047.json
476	UK_PCS_OCDS:rls-25-AUG561899	P27-0023: Grangemouth â Strategic Spatial Framework	Scottish Enterprise	2026-09-08T11:00:00+00:00	208000.0	GBP	LOW		s Invitation to Tender (ITT) is to appoint a supplier to deliver the Grangemouth Strategic Spatial Framework study to Scottish Enterprise. T	batch-047.json
477	UK_PCS_OCDS:rls-6-JUL561091	Provision of home and community-based care and support services under SDS Option 3 (2027 Angus Framework)	Angus Council	2026-09-10T12:00:00+00:00	248358000.0	GBP	LOW			batch-047.json
478	UK_PCS_OCDS:rls-47-AUG561486	Energy Advice Services 2026	Aberdeen City Council	2026-09-02T12:00:00+00:00			LOW			batch-047.json
479	UK_PCS_OCDS:rls-32-AUG561858	Flood Bank Realignment	Beaver Trust	2026-08-28T09:00:00+00:00			LOW			batch-047.json
480	UK_PCS_OCDS:rls-36-AUG561703	Partick Housing Association: CHP and Power System Servicing and Reactive Maintenance Works	Partick Housing Association Ltd.	2026-09-04T12:00:00+00:00			LOW			batch-047.json
481	ZA_ETENDERS_OCDS:ocds-9t57fa-165684-2026-08-14	34 OF 2026	Makhado Local Municipality	2026-09-02T12:00:00+00:00		ZAR	LOW		===== FILE: files/Tender advert 34 of 2026 Supply and delivery of local government library (Full set comprising of 21 pocketbooks).pdf =====	batch-048.json
482	ZA_ETENDERS_OCDS:ocds-9t57fa-165650-2026-08-14	GPAA 08/2026	Government Pensions Administration Agency (GPAA)	2026-09-04T11:00:00+00:00		ZAR	LOW			batch-048.json
483	ZA_ETENDERS_OCDS:ocds-9t57fa-165806-2026-08-17	RFB018/26/27	National Health Laboratory Service	2026-09-11T11:00:00+00:00		ZAR	LOW		s on an as and when required basis. g) NHLS will appoint based on the rates therefore the total bid offer is for comparison purposes only. P	batch-048.json
484	ZA_ETENDERS_OCDS:ocds-9t57fa-165640-2026-08-14	COM104/2026	Mbombela Local Municipality	2026-08-24T11:00:00+00:00		ZAR	LOW			batch-048.json
485	ZA_ETENDERS_OCDS:ocds-9t57fa-164001-2026-08-17	TNPA/2026/06/1342/7587/RFP	Transnet National Ports Authority	2026-08-27T12:00:00+00:00		ZAR	LOW			batch-048.json
486	ZA_ETENDERS_OCDS:ocds-9t57fa-165821-2026-08-17	GPAA 06/2026	Government Pensions Administration Agency (GPAA)	2026-09-07T11:00:00+00:00		ZAR	LOW			batch-048.json
487	US-SAM:31c3236d25c045dc979cd8bb588b8c08	Y1DA--652-22-704 WIFI NextGen Upgrades	VETERANS AFFAIRS, DEPARTMENT OF	2026-11-24T00:00:00+00:00			LOW			batch-048.json
488	US-SAM:d4d833c2a7d449e899ac968f3de849cb	Casualty Administrative Support Services (CASS)	DEPT OF DEFENSE	2026-09-02T14:00:00+00:00			LOW		this notice, please provide: 1. Name of the firm, point of contact, phone number, email address, UEI number, CAGE code, a statement regardin	batch-048.json
489	US-SAM:b1b92ad1228743569f2d1eff9aca932c	6515--KAIRISON PNEUMATIC BONE PUNCH SYSTEM	VETERANS AFFAIRS, DEPARTMENT OF	2026-10-16T00:00:00+00:00			LOW			batch-048.json
490	US-SAM:93e94e98d03848669769031cb58e1cef	H146--SPS Water Testing and Sampling IAW ST108	VETERANS AFFAIRS, DEPARTMENT OF	2026-09-01T00:00:00+00:00			LOW			batch-048.json
491	UK_PCS_OCDS:rls-80-JUL560325	PEATLAND RESTORATION SCHEME RSPB Oa Phase 4 Islay	RSPB Scotland	2026-08-25T09:00:00+00:00			LOW			batch-049.json
492	US-SAM:1c48b3d32dd049769b45df7e8a72f9b9	6515-- Carino Shower Chairs	VETERANS AFFAIRS, DEPARTMENT OF	2026-08-19T21:00:00+00:00			LOW		uesting that restrictive or proprietary markings not be used in response to this notice. If a solicitation is released, it will be synopsize	batch-049.json
493	TED:567864-2026	Germany – Architectural, engineering and planning services – Rechercheauftrag Innenstadthavel und Nebengewässer ; Recherche, Erfassung und Auswertung von Bestandsakten	Land Berlin, Senatsverwaltung für Mobilität, Verkehr, Klimaschutz und Umwelt	2026-09-04T23:59:00+02:00			LOW			batch-049.json
494	PL-BZP:08defc28-5937-f5c0-962b-1200014af3a1	„Modernizacja dróg dojazdowych do gruntów rolnych”	Gmina Igołomia-Wawrzeńczyce	2026-09-01T10:00:00+00:00			LOW			batch-049.json
495	PL-BZP:08defc84-81fb-5936-962b-12000115c18a	Modernizacja łazienek Powiatowego Zespołu Placówek Szkolno – Wychowawczych w Hrubieszowie	Powiatowy Zespół Placówek Szkolno - Wychowawczych w Hrubieszowie	2026-09-01T08:00:00+00:00			LOW			batch-049.json
496	TED:568655-2026	Romania – Forestry services – Servicii de regenerare a pădurilor 3/2027 - dssv	Regia Nationala a Padurilor - ROMSILVA RA - Directia Silvica Suceava	2026-09-21T15:00:00+03:00	4193698.82	RON	LOW			batch-049.json
497	UK_PCS_OCDS:rls-3-AUG562475	Provision of Planning Enforcement Direct Action Contractor	Orkney Islands Council	2026-09-17T12:00:00+00:00	750000.0	GBP	LOW			batch-049.json
498	TED:568895-2026	Romania – Repair and maintenance services of cooler groups – SERVICII DE INTRETINERE, VERIFICARE SI REPARARE ECHIPAMENTE CLIMATIZARE (CTA) CU FURNIZARE FILTRE DE SCHIMB	Spitalulul Clinic de Ortopedie Traumatologie si TBC Osteoarticular Foisor	2026-09-18T15:00:00+03:00	1527000.0	RON	LOW			batch-049.json
499	TED:567840-2026	Romania – Medical equipments – „ACHIZIȚIONARE DE APARATURĂ MEDICALĂ DE EXPLORARE SAU DE TERAPIE”	Centrul Medical de Evaluare,Terapie,Educatie Medicala Specifica si Recup pentru Copii si Tineri "Cristian Serb	2026-09-18T15:00:00+03:00	6939669.39	RON	LOW			batch-049.json
500	US-SAM:380201a14879411a93733c78192b55ea	J029--Chemical Treatments, Cooling Tower/Boiler Water Treatment Service - SAVAHCS	VETERANS AFFAIRS, DEPARTMENT OF	2026-09-15T00:00:00+00:00			LOW			batch-049.json
501	TED:560079-2026	Germany – Architectural, engineering and planning services – M0142 Generalsanierung Congress Centrum Würzburg (CCW) - 26FO0006 Generalplanungsleistung zur Generalsanierung CCW	Stadt Würzburg	2026-09-18T09:00:00+02:00	8733320.43	EUR	LOW			batch-050.json
502	UK_PCS_OCDS:rls-32-JUL560734	Provision of Timber for Operational and Training Requirements	Scottish Fire and Rescue Service	2026-08-24T12:00:00+00:00	650000.0	GBP	LOW		the support team using the contact details provided on the site home page. ===== FILE: files/portal_page.txt ===== We use cookies to make th	batch-050.json
503	PL-BZP:08def3a6-42aa-cc2c-962b-120001064396	Zakup wyposażenia nowej sali widowiskowej na dworcu kolejowym w Łukowie	ŁUKOWSKI OŚRODEK KULTURY	2026-08-21T09:00:00+00:00			LOW			batch-050.json
504	PL-BZP:08def78c-c765-8383-962b-12000107200b	Przebudowa drogi gminnej w m. Czerna	Gmina Iłowa	2026-08-26T10:00:00+00:00			LOW			batch-050.json
505	US-SAM:596517d3af8c4080a1dea5fa40dab58b	F-16 TRANSMITTER, PRESSURE NSN 6685011496398WF	DEPT OF DEFENSE	2026-09-18T05:59:00+00:00			LOW	training-course	===== FILE: files/CDRLCPP.pdf ===== DD FORM 1423-1, FEB 2001 CONTRACT DATA REQUIREMENTS LIST (1 Data Item) PREVIOUS EDITION MAY BE USED. For	batch-050.json
506	US-SAM:c370be99aa6549b7be0fcc4b312353ab	Conference Rooms (S) and (TS)	DEPT OF DEFENSE	2026-08-24T18:00:00+00:00			LOW		ro Non-Radio version) routed into the multi-domain switch. 5. Security & Compliance Signaling (Red/Black Isolation) • Doors & Displays Signa	batch-050.json
507	US-SAM:d95190c2754d4322b315d54fe01a6f89	VALVE,VACUUM REGULA	HOMELAND SECURITY, DEPARTMENT OF	2026-08-22T16:00:00+00:00			LOW		an also be found on SAM.GOV under the same solicitation/RFQ listed in the header. The U.S. Coast Guard, Surface Forces Logistics Center (SFL	batch-050.json
508	US-SAM:c5d99b0d872b4fb887f5df4f9a8b8d9e	F-35 Operations Vault Audio Visual Matrix	DEPT OF DEFENSE	2026-08-21T15:00:00+00:00			LOW		on that will integrate with installed equipment such as but not limited to (2) Laser Projectors, (1) classified video teleconferencing syste	batch-050.json
509	PL-BZP:08def38c-c146-0453-962b-1200019cd421	Remont obiektów zlokalizowanych w rejonie działania SOI Szczecin Podjuchy	15 WOJSKOWY ODDZIAŁ GOSPODARCZY	2026-08-25T08:00:00+00:00			LOW			batch-050.json
