warehouse_source,country,category,subcategory,records,buyers,median_estimated_value,median_bidders,one_bidder_rows
Ireland,Ireland,Other,Support services of personal computers.,1,1,6000000.0,,0
Canada federal,Canada,Other,*Footwear,1,1,,,0
Ireland,Ireland,Other,Paints and wallcoverings.,1,1,,,0
Canada federal,Canada,Other,*Application programming services *Application implementation services *Technical writing,1,1,,,0
Ireland,Ireland,Other,Lockers.,1,1,,,0
Canada federal,Canada,Other,*Floor cleaning services *Cleaning and janitorial services *Building component cleaning services,1,1,,,0
Canada federal,Canada,Other,*Business intelligence consulting services *Civil engineering,1,1,,,0
Canada federal,Canada,Other,*Electronic hardware and component parts and accessories *Computer peripheral kit,1,1,,,0
Canada federal,Canada,Other,*Business intelligence consulting services *Customs consulting service *Architectural engineering *Restoration architectural service,1,1,,,0
Ireland,Ireland,Other,Addiction treatment.,1,1,2000000.0,,0
Canada federal,Canada,Other,*Human resources software *Project management software *Educational or reference software *Patterning or matching or spatial perception or logical thinking teacher resource materials *Foreign languages resources *Environmental standards *Legal compliance certification service *Management advisory services *Information technology consultation services *Public relations and professional communications services *Communication planning *Media training and coaching service *Professional communication services *Computer or network or internet security *Data services *Data analytics process as a service *Human resource management process as a service *Educational support services,1,1,,,0
Ireland,Ireland,Other,Maintenance of data network equipment.,1,1,4750000.0,,0
Canada federal,Canada,Other,*Structural components and basic shapes *Structural products *Framing lumber *Insulation *Screws *Nails *Paints and primers and finishes,1,1,,,0
Canada federal,Canada,Other,*Aerospace systems and components and equipment *Aircraft equipment,1,1,,,0
Canada federal,Canada,Other,*Risk management consultation service *Homeowners or renters insurance,1,1,,,0
Canada federal,Canada,Other,*Vessel docking services,1,1,,,0
Ireland,Ireland,Other,Canteen services.,1,1,,,0
Canada federal,Canada,Other,*Payroll process as a service *Banking and investment *Banking institutions *Securities Custodial Services,1,1,,,0
Canada federal,Canada,Other,*Marketing and distribution *Publicity and marketing support services *Publicity and marketing advisory service *Advertising *Advertising agency services *Advertising campaign services *Advertising production service,1,1,,,0
Canada federal,Canada,Other,*Electrical services *Electrical system services *Electrical inspection service *Electrical equipment maintenance and repair service *Electrical and electronic engineering *Electrical engineering services,1,1,,,0
Ireland,Ireland,Other,Machinery-inspection services.,1,1,40000.0,,0
Canada federal,Canada,Other,"*Events management *Property management services *Facilities management *Theatrical set design, property and costume services",1,1,,,0
Ireland,Ireland,Other,Services incidental to fishing.,1,1,300000.0,,0
Canada federal,Canada,Other,*Plumbing fixtures *Plumbing adapters *Plumbing connectors *Plumbing hangers *Plumbing vents *Plumbing spiders *Plumbing system maintenance or repair *Plumbing and heating and air conditioning *Plumbing system maintenance or repair *Plumbing construction services *Plumbing or sewer inspection service,1,1,,,0
Canada federal,Canada,Other,*Dry ice,1,1,,,0
Canada federal,Canada,Other,*Residential building construction services *General building construction *Residential construction *Environmental planning *Urban environmental development planning *Professional engineering services *Architectural engineering *Energy or utility consulting service *Urban design and engineering service *Building consent and permit engineering peer review service *Accommodation buildings and structures,1,1,,,0
Ireland,Ireland,Other,Installation services of waste incinerators.,1,1,600000.0,,0
Canada federal,Canada,Other,*Printer or facsimile toner *Photocopier toner,1,1,,,0
Ireland,Ireland,Other,Operating theatre construction work.,1,1,370000.0,,0
Ireland,Ireland,Other,Sale of travel tickets and package tours services.,1,1,32500000.0,,0
Canada federal,Canada,Other,*Database design *Database analysis service *Database information retrieval *Online database information retrieval service *Data processing or preparation services *Database management system software maintenance *Database management as a service,1,1,,,0
Canada federal,Canada,Other,*Marine construction services *Materials or product inspection *Equipment inspection service *Building inspection service,1,1,,,0
Canada federal,Canada,Other,*Risk management consultation service *Security and personal safety,1,1,,,0
Canada federal,Canada,Other,*Components for information technology or broadcasting or telecommunications *Computer Equipment and Accessories *Data Voice or Multimedia Network Equipment or Platforms and Accessories,1,1,,,0
Canada federal,Canada,Other,"*Media training and coaching service *Management education and training services *Training planning, facilitation and delivery services",1,1,,,0
Canada federal,Canada,Other,*Building maintenance and repair services *Safety and security system installation services,1,1,,,0
Canada federal,Canada,Other,"*Management education and training services *Training planning, facilitation and delivery services *Training workshop service",1,1,,,0
Canada federal,Canada,Other,"*Professional procurement services *Training planning, facilitation and delivery services",1,1,,,0
Canada federal,Canada,Other,*Interior design or decorating *Professional engineering services *Architectural engineering *Landscape architecture and design service,1,1,,,0
Ireland,Ireland,Other,Footbridge construction work.,1,1,1.0,,0
Ireland,Ireland,Other,Curtain fabrics.,1,1,1650000.0,,0
Ireland,Ireland,Other,Mercury relays.,1,1,80000.0,,0
Ireland,Ireland,Other,Wire-cutter and bistoury.,1,1,,,0
Ireland,Ireland,Other,Repair and maintenance services of line telephony and line telegraphy equipment.,1,1,1000000.0,,0
Canada federal,Canada,Other,*Passenger motor vehicles *Water transport vessel maintenance and repair services,1,1,,,0
Ireland,Ireland,Other,"Aircraft or spacecraft equipment, trainers, simulators and associated parts.",1,1,650000.0,,0
Canada federal,Canada,Other,*Handcuffs,1,1,,,0
Ireland,Ireland,Other,"Metallic halogenates; hypochlorites, chlorates and perchlorates.",1,1,,,0
Ireland,Ireland,Other,Information and promotion products.,1,1,100000.0,,0
Canada federal,Canada,Other,*Building maintenance and repair services *Handyman services *Plumbing system maintenance or repair *Commercial painting service *Masonry and stonework services *Carpentry services,1,1,,,0
Ireland,Ireland,Other,Scheduled air transport services.,1,1,17000000.0,,0
Canada federal,Canada,Other,*Fuels *Golf carts *Tents *Towing service for commercial and private vehicles *Banquet and catering services,1,1,,,0
Canada federal,Canada,Other,*Fixed wing training aircraft or trainer *Rotary wing training aircraft or helicopter trainer,1,1,,,0
Canada federal,Canada,Other,*Sofas *Chairs *Tables *Freestanding tables *Lounge seating *Mobile tables,1,1,,,0
Ireland,Ireland,Other,Data carriers.,1,1,66500.0,,0
Ireland,Ireland,Other,Accommodation cleaning services.,1,1,200000.0,,0
Ireland,Ireland,Other,Tourist guide services.,1,1,600000.0,,0
Canada federal,Canada,Other,*Management advisory services *Business and corporate management consultation services *Strategic planning consultation services *Process and procedures management consultation service *Public relations and professional communications services *Situation and stakeholder analysis and communications planning services,1,1,,,0
Ireland,Ireland,Other,Paper collecting services.,1,1,600000.0,,0
Canada federal,Canada,Other,*Refuse collection and disposal *Garbage collection or destruction or processing or disposal *Recycling services,1,1,,,0
Canada federal,Canada,Other,*Cartography *Mapping *Map production,1,1,,,0
Canada federal,Canada,Other,*Well drilling and construction services *Downhole drilling tool services *Water well drilling services,1,1,,,0
Canada federal,Canada,Other,*Market research *Energy conservation,1,1,,,0
Ireland,Ireland,Other,Electric conductors for access control systems.,1,1,150000.0,,0
Canada federal,Canada,Other,*Boilers *Equipment inspection service,1,1,,,0
Canada federal,Canada,Other,*Paving equipment *Concrete slab *Paving slab *Land grading service *Sidewalk construction and repair service *Electric power line construction service *Underground utilities construction service *Earthmoving service *Trenching service,1,1,,,0
Ireland,Ireland,Other,Road signs.,1,1,100000.0,,0
Canada federal,Canada,Other,*Energy conservation *Energy related vocational training services,1,1,,,0
Ireland,Ireland,Other,Custom broker services.,1,1,1800000.0,,0
Canada federal,Canada,Other,*Radio access equipment *Radio antennas *Radio frequency data communication equipment,1,1,,,0
Ireland,Ireland,Other,Harbour cranes.,1,1,65000.0,,0
Canada federal,Canada,Other,*Meteorology *Geophysics,1,1,,,0
Canada federal,Canada,Other,*Electrical services *Specialized trade construction and maintenance services *Electrical system services,1,1,,,0
Canada federal,Canada,Other,*Land surveying instruments *Ground or surface water surveying *Land surveying *Geological surveys,1,1,,,0
Canada federal,Canada,Other,*Water or aqueous testing *Non-drinking water or aqueous testing *Non drinking water inorganics testing *Non drinking water semi-volatile organics testing *Chemical engineering *Biological science services *Biological laboratory services,1,1,,,0
Ireland,Ireland,Other,Desks and tables.,1,1,280000.0,,0
Canada federal,Canada,Other,*Network security equipment *Cameras *Building and facility maintenance and repair services *Building maintenance and repair services *Building maintenance service *Facility maintenance and repair services,1,1,,,0
Canada federal,Canada,Other,*Well drilling and operation equipment *Drilling measurement services,1,1,,,0
Canada federal,Canada,Other,*Building and facility maintenance and repair services *Site preparation services *Demolition services,1,1,,,0
Ireland,Ireland,Other,Web camera.,1,1,300000.0,,0
Ireland,Ireland,Other,Maintenance and repair of ticket-validation machinery.,1,1,300000.0,,0
Ireland,Ireland,Other,Works related to water-distribution pipelines.,1,1,7000000.0,,0
Canada federal,Canada,Other,*Water resources development and oversight *Floodplain management,1,1,,,0
Canada federal,Canada,Other,*Energy or utility consulting service *Economic analysis *Statistics,1,1,,,0
Ireland,Ireland,Other,"Frozen fish, fish fillets and other fish meat.",1,1,20749680.0,,0
Canada federal,Canada,Other,*Nonresidential building construction services *HVAC mechanical construction service,1,1,,,0
Ireland,Ireland,Other,Gambling and betting services.,1,1,3000000.0,,0
Ireland,Ireland,Other,Decontamination equipment.,1,1,160000.0,,0
Ireland,Ireland,Other,Mine sweeping services.,1,1,,,0
Ireland,Ireland,Other,Dental workstations.,1,1,273550.0,,0
Canada federal,Canada,Other,*Environmental reporting services *Academic or scientific article writing,1,1,,,0
